query,expected_course,found_course,found_question,found_answer,success,score
What should I do before the course begins?,data-engineering-zoomcamp,data-engineering-zoomcamp,What can I do before the course starts?,"You can start by installing and setting up all the dependencies and requirements:
Google cloud account
Google Cloud SDK
Python 3 (installed with Anaconda)
Terraform
Git
Look over the prerequisites and",True,387.9515
How many Zoom camps are there in a year?,data-engineering-zoomcamp,data-engineering-zoomcamp,how many Zoomcamps in a year?,"There are 3 Zoom Camps in a year, as of 2024. However, they are for separate courses:
Data-Engineering (Jan - Apr)
MLOps (May - Aug)
Machine Learning (Sep - Jan)
There's only one Data-Engineering Zoom",True,404.96143
How frequently are Zoom camps held in a year?,data-engineering-zoomcamp,data-engineering-zoomcamp,how many Zoomcamps in a year?,"There are 3 Zoom Camps in a year, as of 2024. However, they are for separate courses:
Data-Engineering (Jan - Apr)
MLOps (May - Aug)
Machine Learning (Sep - Jan)
There's only one Data-Engineering Zoom",True,286.32077
What's the annual frequency of Zoom camps?,data-engineering-zoomcamp,data-engineering-zoomcamp,Besides the “Office Hour” which are the live zoom calls?,We will probably have some calls during the Capstone period to clear some questions but it will be announced in advance if that happens.,False,156.9058
How many Zoom camps take place in a year?,data-engineering-zoomcamp,data-engineering-zoomcamp,how many Zoomcamps in a year?,"There are 3 Zoom Camps in a year, as of 2024. However, they are for separate courses:
Data-Engineering (Jan - Apr)
MLOps (May - Aug)
Machine Learning (Sep - Jan)
There's only one Data-Engineering Zoom",True,404.96143
How often do Zoom camps happen in a year?,data-engineering-zoomcamp,data-engineering-zoomcamp,how many Zoomcamps in a year?,"There are 3 Zoom Camps in a year, as of 2024. However, they are for separate courses:
Data-Engineering (Jan - Apr)
MLOps (May - Aug)
Machine Learning (Sep - Jan)
There's only one Data-Engineering Zoom",True,286.32077
How distinct will the current group be from the prior one?,data-engineering-zoomcamp,data-engineering-zoomcamp,Is the current cohort going to be different from the previous cohort?,"Yes. For the 2024 edition we are using Mage AI instead of Prefect and re-recorded the terraform videos, For 2023, we used Prefect instead of Airflow..",True,295.3706
Will the new cohort vary from the previous one?,data-engineering-zoomcamp,data-engineering-zoomcamp,Is the current cohort going to be different from the previous cohort?,"Yes. For the 2024 edition we are using Mage AI instead of Prefect and re-recorded the terraform videos, For 2023, we used Prefect instead of Airflow..",True,364.10376
What's the difference between the current cohort and the previous one?,data-engineering-zoomcamp,data-engineering-zoomcamp,Is the current cohort going to be different from the previous cohort?,"Yes. For the 2024 edition we are using Mage AI instead of Prefect and re-recorded the terraform videos, For 2023, we used Prefect instead of Airflow..",True,459.07706
How unique is the current cohort compared to the previous one?,data-engineering-zoomcamp,data-engineering-zoomcamp,Is the current cohort going to be different from the previous cohort?,"Yes. For the 2024 edition we are using Mage AI instead of Prefect and re-recorded the terraform videos, For 2023, we used Prefect instead of Airflow..",True,487.3196
What makes the current cohort different from the previous one?,data-engineering-zoomcamp,data-engineering-zoomcamp,Is the current cohort going to be different from the previous cohort?,"Yes. For the 2024 edition we are using Mage AI instead of Prefect and re-recorded the terraform videos, For 2023, we used Prefect instead of Airflow..",True,549.93555
"After the course ends, can I keep learning?",data-engineering-zoomcamp,data-engineering-zoomcamp,Can I follow the course after it finishes?,"Yes, we will keep all the materials after the course finishes, so you can follow the course at your own pace after it finishes.
You can also continue looking at the homeworks and continue preparing fo",True,299.8893
Is it possible to continue with the course after it's over?,data-engineering-zoomcamp,data-engineering-zoomcamp,Can I follow the course after it finishes?,"Yes, we will keep all the materials after the course finishes, so you can follow the course at your own pace after it finishes.
You can also continue looking at the homeworks and continue preparing fo",True,249.69391
May I follow the course after it's complete?,data-engineering-zoomcamp,data-engineering-zoomcamp,Can I follow the course after it finishes?,"Yes, we will keep all the materials after the course finishes, so you can follow the course at your own pace after it finishes.
You can also continue looking at the homeworks and continue preparing fo",True,350.69485
Can I still access the course after it's finished?,data-engineering-zoomcamp,data-engineering-zoomcamp,Can I still join the course after the start date?,"Yes, even if you don't register, you're still eligible to submit the homeworks.
Be aware, however, that there will be deadlines for turning in the final projects. So don't leave everything for the las",False,375.31616
Is it okay to follow the course after it's done?,data-engineering-zoomcamp,data-engineering-zoomcamp,Can I follow the course after it finishes?,"Yes, we will keep all the materials after the course finishes, so you can follow the course at your own pace after it finishes.
You can also continue looking at the homeworks and continue preparing fo",True,371.07837
How can I get help if I choose the self-paced option?,data-engineering-zoomcamp,data-engineering-zoomcamp,Can I get support if I take the course in the self-paced mode?,"Yes, the slack channel remains open and you can ask questions there. But always sDocker containers exit code w search the channel first and second, check the FAQ (this document), most likely all your ",True,528.9248
What resources are available for support when taking the course in self-paced mode?,data-engineering-zoomcamp,data-engineering-zoomcamp,Can I get support if I take the course in the self-paced mode?,"Yes, the slack channel remains open and you can ask questions there. But always sDocker containers exit code w search the channel first and second, check the FAQ (this document), most likely all your ",True,493.0846
How can I access assistance if I opt for the self-paced course?,data-engineering-zoomcamp,data-engineering-zoomcamp,Can I get support if I take the course in the self-paced mode?,"Yes, the slack channel remains open and you can ask questions there. But always sDocker containers exit code w search the channel first and second, check the FAQ (this document), most likely all your ",True,533.14685
What kind of support can I expect if I enroll in the self-paced course?,data-engineering-zoomcamp,data-engineering-zoomcamp,Can I get support if I take the course in the self-paced mode?,"Yes, the slack channel remains open and you can ask questions there. But always sDocker containers exit code w search the channel first and second, check the FAQ (this document), most likely all your ",True,646.29126
How do I get help if I decide to learn at my own pace?,data-engineering-zoomcamp,data-engineering-zoomcamp,Can I get support if I take the course in the self-paced mode?,"Yes, the slack channel remains open and you can ask questions there. But always sDocker containers exit code w search the channel first and second, check the FAQ (this document), most likely all your ",True,235.79248
What's the best playlist on YouTube?,data-engineering-zoomcamp,data-engineering-zoomcamp,Which playlist on YouTube should I refer to?,"All the main videos are stored in the Main “DATA ENGINEERING” playlist (no year specified). The Github repository has also been updated to show each video with a thumbnail, that would bring you direct",True,323.24982
Which playlist would you suggest?,data-engineering-zoomcamp,data-engineering-zoomcamp,Which playlist on YouTube should I refer to?,"All the main videos are stored in the Main “DATA ENGINEERING” playlist (no year specified). The Github repository has also been updated to show each video with a thumbnail, that would bring you direct",True,228.88348
Could you recommend a playlist?,data-engineering-zoomcamp,data-engineering-zoomcamp,Which playlist on YouTube should I refer to?,"All the main videos are stored in the Main “DATA ENGINEERING” playlist (no year specified). The Github repository has also been updated to show each video with a thumbnail, that would bring you direct",True,139.7451
What's the go-to playlist?,data-engineering-zoomcamp,data-engineering-zoomcamp,Which playlist on YouTube should I refer to?,"All the main videos are stored in the Main “DATA ENGINEERING” playlist (no year specified). The Github repository has also been updated to show each video with a thumbnail, that would bring you direct",True,169.46793
What's the current hot playlist?,data-engineering-zoomcamp,data-engineering-zoomcamp,Which playlist on YouTube should I refer to?,"All the main videos are stored in the Main “DATA ENGINEERING” playlist (no year specified). The Github repository has also been updated to show each video with a thumbnail, that would bring you direct",True,139.7451
How much time weekly is needed for this course?,data-engineering-zoomcamp,data-engineering-zoomcamp,​​How many hours per week am I expected to spend on this  course?,"It depends on your background and previous experience with modules. It is expected to require about 5 - 15 hours per week. [source1] [source2]
You can also calculate it yourself using this data and th",True,163.51834
What's the weekly time commitment for this course?,data-engineering-zoomcamp,data-engineering-zoomcamp,​​How many hours per week am I expected to spend on this  course?,"It depends on your background and previous experience with modules. It is expected to require about 5 - 15 hours per week. [source1] [source2]
You can also calculate it yourself using this data and th",True,125.96687
How many hours per week should I dedicate to this course?,data-engineering-zoomcamp,data-engineering-zoomcamp,​​How many hours per week am I expected to spend on this  course?,"It depends on your background and previous experience with modules. It is expected to require about 5 - 15 hours per week. [source1] [source2]
You can also calculate it yourself using this data and th",True,591.6988
How often should I dedicate time to this course each week?,data-engineering-zoomcamp,data-engineering-zoomcamp,​​How many hours per week am I expected to spend on this  course?,"It depends on your background and previous experience with modules. It is expected to require about 5 - 15 hours per week. [source1] [source2]
You can also calculate it yourself using this data and th",True,299.3935
What's the weekly study plan for this course?,data-engineering-zoomcamp,data-engineering-zoomcamp,​​How many hours per week am I expected to spend on this  course?,"It depends on your background and previous experience with modules. It is expected to require about 5 - 15 hours per week. [source1] [source2]
You can also calculate it yourself using this data and th",True,125.96687
How can I learn at my own speed and earn a certificate?,data-engineering-zoomcamp,data-engineering-zoomcamp,Can I follow the course in a self-paced mode and get a certificate?,"No, you can only get a certificate if you finish the course with a “live” cohort. We don't award certificates for the self-paced mode. The reason is you need to peer-review capstone(s) after submittin",True,284.04117
What's the process for getting a certificate while I go at my own pace?,data-engineering-zoomcamp,data-engineering-zoomcamp,Can I follow the course in a self-paced mode and get a certificate?,"No, you can only get a certificate if you finish the course with a “live” cohort. We don't award certificates for the self-paced mode. The reason is you need to peer-review capstone(s) after submittin",True,212.00406
How do I follow the course and get a certificate without a specific schedule?,data-engineering-zoomcamp,data-engineering-zoomcamp,Can I follow the course in a self-paced mode and get a certificate?,"No, you can only get a certificate if you finish the course with a “live” cohort. We don't award certificates for the self-paced mode. The reason is you need to peer-review capstone(s) after submittin",True,520.6083
Is there a way to complete the course and get a certificate without a time limit?,data-engineering-zoomcamp,data-engineering-zoomcamp,Can I follow the course in a self-paced mode and get a certificate?,"No, you can only get a certificate if you finish the course with a “live” cohort. We don't award certificates for the self-paced mode. The reason is you need to peer-review capstone(s) after submittin",True,442.4523
"Can I learn and get a certificate in a flexible, self-directed manner?",data-engineering-zoomcamp,data-engineering-zoomcamp,Can I follow the course in a self-paced mode and get a certificate?,"No, you can only get a certificate if you finish the course with a “live” cohort. We don't award certificates for the self-paced mode. The reason is you need to peer-review capstone(s) after submittin",True,526.0387
"Could you provide the link for the video/zoom stream of the ""Office Hour""?",data-engineering-zoomcamp,data-engineering-zoomcamp,What is the video/zoom link to the stream for the “Office Hour” or workshop sessions?,"The zoom link is only published to instructors/presenters/TAs.
Students participate via Youtube Live and submit questions to Slido (link would be pinned in the chat when Alexey goes Live). The video U",True,674.98157
"What's the connection for the virtual ""Office Hour"" sessions?",data-engineering-zoomcamp,data-engineering-zoomcamp,What is the video/zoom link to the stream for the “Office Hour” or workshop sessions?,"The zoom link is only published to instructors/presenters/TAs.
Students participate via Youtube Live and submit questions to Slido (link would be pinned in the chat when Alexey goes Live). The video U",True,399.7237
"The video/zoom link for the workshop sessions, please.",data-engineering-zoomcamp,data-engineering-zoomcamp,What is the video/zoom link to the stream for the “Office Hour” or workshop sessions?,"The zoom link is only published to instructors/presenters/TAs.
Students participate via Youtube Live and submit questions to Slido (link would be pinned in the chat when Alexey goes Live). The video U",True,564.3914
"The stream link for the ""Office Hour"" and workshop sessions.",data-engineering-zoomcamp,data-engineering-zoomcamp,What is the video/zoom link to the stream for the “Office Hour” or workshop sessions?,"The zoom link is only published to instructors/presenters/TAs.
Students participate via Youtube Live and submit questions to Slido (link would be pinned in the chat when Alexey goes Live). The video U",True,653.6604
"The video/zoom connection for the ""Office Hour"" and workshop sessions.",data-engineering-zoomcamp,data-engineering-zoomcamp,What is the video/zoom link to the stream for the “Office Hour” or workshop sessions?,"The zoom link is only published to instructors/presenters/TAs.
Students participate via Youtube Live and submit questions to Slido (link would be pinned in the chat when Alexey goes Live). The video U",True,663.0276
"""Is the 'Office hours' session being recorded?""",data-engineering-zoomcamp,data-engineering-zoomcamp,"I can’t attend the “Office hours” / workshop, will it be recorded?",Yes! Every “Office Hours” will be recorded and available a few minutes after the live session is over; so you can view (or rewatch) whenever you want.,True,364.12695
"""Could you tell me if 'Office hours' is being recorded?""",data-engineering-zoomcamp,data-engineering-zoomcamp,"I can’t attend the “Office hours” / workshop, will it be recorded?",Yes! Every “Office Hours” will be recorded and available a few minutes after the live session is over; so you can view (or rewatch) whenever you want.,True,337.04346
"""Would you be able to record 'Office hours'?""",data-engineering-zoomcamp,data-engineering-zoomcamp,"I can’t attend the “Office hours” / workshop, will it be recorded?",Yes! Every “Office Hours” will be recorded and available a few minutes after the live session is over; so you can view (or rewatch) whenever you want.,True,278.31552
"""Is there a plan to record 'Office hours'?""",data-engineering-zoomcamp,data-engineering-zoomcamp,"I can’t attend the “Office hours” / workshop, will it be recorded?",Yes! Every “Office Hours” will be recorded and available a few minutes after the live session is over; so you can view (or rewatch) whenever you want.,True,213.91028
"""When will 'Office hours' be recorded?""",data-engineering-zoomcamp,data-engineering-zoomcamp,"I can’t attend the “Office hours” / workshop, will it be recorded?",Yes! Every “Office Hours” will be recorded and available a few minutes after the live session is over; so you can view (or rewatch) whenever you want.,True,489.33823
When are my assignments due?,data-engineering-zoomcamp,data-engineering-zoomcamp,How is my capstone project going to be evaluated?,"Each submitted project will be evaluated by 3 (three) randomly assigned students that have also submitted the project.
You will also be responsible for grading the projects from 3 fellow students your",False,84.00583
When should I submit my projects?,data-engineering-zoomcamp,data-engineering-zoomcamp,"Should I use my local machine, GCP, or GitHub Codespaces for my environment?","You can set it up on your laptop or PC if you prefer to work locally from your laptop or PC.
You might face some challenges, especially for Windows users. If you face cnd2
If you prefer to work on the",False,211.04132
What's the deadline for my homework?,data-engineering-zoomcamp,data-engineering-zoomcamp,What is the homework URL in the homework link?,"Answer: In short, it’s your repository on github, gitlab, bitbucket, etc
In long, your repository or any other location you have your code where a reasonable person would look at it and think yes, you",False,143.03397
When do I need to turn in my assignments?,data-engineering-zoomcamp,data-engineering-zoomcamp,Do I need to delete my instance in Google Cloud?,"In this lecture, Alexey deleted his instance in Google Cloud. Do I have to do it?
Nope. Do not delete your instance in Google Cloud platform. Otherwise, you have to do this twice for the week 1 readin",False,329.05988
When are the due dates for my projects?,data-engineering-zoomcamp,data-engineering-zoomcamp,Pandas parsing dates with ‘read_csv’,"Pandas can interpret “string” column values as “datetime” directly when reading the CSV file using “pd.read_csv” using the parameter “parse_dates”, which for example can contain a list of column names",False,161.53828
Is it okay to hand in homework late?,data-engineering-zoomcamp,data-engineering-zoomcamp,Are late submissions of homework allowed?,"No, late submissions are not allowed. But if the form is still not closed and it’s after the due date, you can still submit the homework. confirm your submission by the date-timestamp on the Course pa",True,228.43883
Are there any exceptions to the homework deadline?,data-engineering-zoomcamp,data-engineering-zoomcamp,Are late submissions of homework allowed?,"No, late submissions are not allowed. But if the form is still not closed and it’s after the due date, you can still submit the homework. confirm your submission by the date-timestamp on the Course pa",True,165.94226
When is it acceptable to submit homework after the deadline?,data-engineering-zoomcamp,data-engineering-zoomcamp,What is the homework URL in the homework link?,"Answer: In short, it’s your repository on github, gitlab, bitbucket, etc
In long, your repository or any other location you have your code where a reasonable person would look at it and think yes, you",False,187.98376
Are there any policies regarding late homework submissions?,data-engineering-zoomcamp,data-engineering-zoomcamp,Are late submissions of homework allowed?,"No, late submissions are not allowed. But if the form is still not closed and it’s after the due date, you can still submit the homework. confirm your submission by the date-timestamp on the Course pa",True,460.89078
When can I submit my homework after the deadline?,data-engineering-zoomcamp,data-engineering-zoomcamp,Can I still join the course after the start date?,"Yes, even if you don't register, you're still eligible to submit the homeworks.
Be aware, however, that there will be deadlines for turning in the final projects. So don't leave everything for the las",False,216.11649
Could you tell me the homework URL?,data-engineering-zoomcamp,data-engineering-zoomcamp,What is the homework URL in the homework link?,"Answer: In short, it’s your repository on github, gitlab, bitbucket, etc
In long, your repository or any other location you have your code where a reasonable person would look at it and think yes, you",True,246.3576
What's the link for the homework assignment?,data-engineering-zoomcamp,data-engineering-zoomcamp,What is the homework URL in the homework link?,"Answer: In short, it’s your repository on github, gitlab, bitbucket, etc
In long, your repository or any other location you have your code where a reasonable person would look at it and think yes, you",True,293.96765
Where can I find the homework URL?,data-engineering-zoomcamp,data-engineering-zoomcamp,What is the homework URL in the homework link?,"Answer: In short, it’s your repository on github, gitlab, bitbucket, etc
In long, your repository or any other location you have your code where a reasonable person would look at it and think yes, you",True,246.3576
How do I access the homework link?,data-engineering-zoomcamp,data-engineering-zoomcamp,What is the homework URL in the homework link?,"Answer: In short, it’s your repository on github, gitlab, bitbucket, etc
In long, your repository or any other location you have your code where a reasonable person would look at it and think yes, you",True,253.98314
What's the direct link to the homework assignment?,data-engineering-zoomcamp,data-engineering-zoomcamp,What is the homework URL in the homework link?,"Answer: In short, it’s your repository on github, gitlab, bitbucket, etc
In long, your repository or any other location you have your code where a reasonable person would look at it and think yes, you",True,293.96765
How's the point system set up in this platform?,data-engineering-zoomcamp,data-engineering-zoomcamp,what is the system for points in the course management platform?,After you submit your homework it will be graded based on the amount of questions in a particular homework. You can see how many points you have right on the page of the homework up top. Additionally ,True,272.62646
Could you explain the point system in this course management tool?,data-engineering-zoomcamp,data-engineering-zoomcamp,what is the system for points in the course management platform?,After you submit your homework it will be graded based on the amount of questions in a particular homework. You can see how many points you have right on the page of the homework up top. Additionally ,True,349.29294
What are the rules for points in this platform's course management?,data-engineering-zoomcamp,data-engineering-zoomcamp,what is the system for points in the course management platform?,After you submit your homework it will be graded based on the amount of questions in a particular homework. You can see how many points you have right on the page of the homework up top. Additionally ,True,481.60605
How does the point system work in this platform for course management?,data-engineering-zoomcamp,data-engineering-zoomcamp,what is the system for points in the course management platform?,After you submit your homework it will be graded based on the amount of questions in a particular homework. You can see how many points you have right on the page of the homework up top. Additionally ,True,503.885
What are the details of the point system in this course management platform?,data-engineering-zoomcamp,data-engineering-zoomcamp,what is the system for points in the course management platform?,After you submit your homework it will be graded based on the amount of questions in a particular homework. You can see how many points you have right on the page of the homework up top. Additionally ,True,558.42804
"""I'm not on the leaderboard. How can I get there?""",data-engineering-zoomcamp,data-engineering-zoomcamp,I am not on the leaderboard / how do I know which one I am on the leaderboard?,"When you set up your account you are automatically assigned a random name such as “Lucid Elbakyan” for example. If you want to see what your Display name is.
Go to the Homework submission link →  http",True,352.07733
"""I can't find my spot on the leaderboard. Help?""",data-engineering-zoomcamp,data-engineering-zoomcamp,I am not on the leaderboard / how do I know which one I am on the leaderboard?,"When you set up your account you are automatically assigned a random name such as “Lucid Elbakyan” for example. If you want to see what your Display name is.
Go to the Homework submission link →  http",True,288.86237
"""I'm not seeing my name on the leaderboard. What's up?""",data-engineering-zoomcamp,data-engineering-zoomcamp,I am not on the leaderboard / how do I know which one I am on the leaderboard?,"When you set up your account you are automatically assigned a random name such as “Lucid Elbakyan” for example. If you want to see what your Display name is.
Go to the Homework submission link →  http",True,256.32016
"""I'm not sure if I'm on the leaderboard. How do I check?""",data-engineering-zoomcamp,data-engineering-zoomcamp,I am not on the leaderboard / how do I know which one I am on the leaderboard?,"When you set up your account you are automatically assigned a random name such as “Lucid Elbakyan” for example. If you want to see what your Display name is.
Go to the Homework submission link →  http",True,397.0103
"""I'm not on the leaderboard. How do I get there?""",data-engineering-zoomcamp,data-engineering-zoomcamp,I am not on the leaderboard / how do I know which one I am on the leaderboard?,"When you set up your account you are automatically assigned a random name such as “Lucid Elbakyan” for example. If you want to see what your Display name is.
Go to the Homework submission link →  http",True,397.0103
Which Python version should I use in 2024?,data-engineering-zoomcamp,data-engineering-zoomcamp,Is Python 3.9 still the recommended version to use in 2024?,"Yes, for simplicity (of troubleshooting against the recorded videos) and stability. [source]
But Python 3.10 and 3.11 should work fine.",True,346.54352
What's the recommended Python version for 2024?,data-engineering-zoomcamp,data-engineering-zoomcamp,Is Python 3.9 still the recommended version to use in 2024?,"Yes, for simplicity (of troubleshooting against the recorded videos) and stability. [source]
But Python 3.10 and 3.11 should work fine.",True,408.5397
Is Python 3.9 still the best choice for 2024?,data-engineering-zoomcamp,data-engineering-zoomcamp,Is Python 3.9 still the recommended version to use in 2024?,"Yes, for simplicity (of troubleshooting against the recorded videos) and stability. [source]
But Python 3.10 and 3.11 should work fine.",True,458.55737
What's the current recommendation for Python in 2024?,data-engineering-zoomcamp,data-engineering-zoomcamp,Is Python 3.9 still the recommended version to use in 2024?,"Yes, for simplicity (of troubleshooting against the recorded videos) and stability. [source]
But Python 3.10 and 3.11 should work fine.",True,239.51692
How should I update my Python version for 2024?,data-engineering-zoomcamp,data-engineering-zoomcamp,Is Python 3.9 still the recommended version to use in 2024?,"Yes, for simplicity (of troubleshooting against the recorded videos) and stability. [source]
But Python 3.10 and 3.11 should work fine.",True,258.32306
